1000.000000	1234567890123456789

1100.000000	1234567890123456790

1200.000000	1234567890123456791

1300.000000	1234567890123456792

1400.000000	1234567890123456793

1500.000000	1234567890123456794

1600.000000	1234567890123456795

1700.000000	1234567890123456796

1800.000000	1234567890123456797

1900.000000	1234567890123456798

2000.000000	1234567890123456799

2100.000000	1234567890123456800

2200.000000	1234567890123456801

2300.000000	1234567890123456802

2400.000000	1234567890123456803

2500.000000	1234567890123456804

2600.000000	1234567890123456805

2700.000000	1234567890123456806

2800.000000	1234567890123456807

2900.000000	1234567890123456808

3000.000000	1234567890123456809

3100.000000	1234567890123456810

3200.000000	1234567890123456811

3300.000000	1234567890123456812

3400.000000	1234567890123456813

3500.000000	1234567890123456814

3600.000000	1234567890123456815

3700.000000	1234567890123456816

3800.000000	1234567890123456817

3900.000000	1234567890123456818

4000.000000	1234567890123456819

4100.000000	1234567890123456820

4200.000000	1234567890123456821

4300.000000	1234567890123456822

4400.000000	1234567890123456823

4500.000000	1234567890123456824

4600.000000	1234567890123456825

4700.000000	1234567890123456826

4800.000000	1234567890123456827

4900.000000	1234567890123456828

5000.000000	1234567890123456829

5100.000000	1234567890123456830

5200.000000	1234567890123456831

5300.000000	1234567890123456832

5400.000000	1234567890123456833

5500.000000	1234567890123456834

5600.000000	1234567890123456835

5700.000000	1234567890123456836

5800.000000	1234567890123456837

5900.000000	1234567890123456838

6000.000000	1234567890123456839

6100.000000	1234567890123456840

6200.000000	1234567890123456841

6300.000000	1234567890123456842

6400.000000	1234567890123456843

6500.000000	1234567890123456844

6600.000000	1234567890123456845

6700.000000	1234567890123456846

6800.000000	1234567890123456847

6900.000000	1234567890123456848

7000.000000	1234567890123456849

7100.000000	1234567890123456850

7200.000000	1234567890123456851

7300.000000	1234567890123456852

7400.000000	1234567890123456853

7500.000000	1234567890123456854

7600.000000	1234567890123456855

7700.000000	1234567890123456856

7800.000000	1234567890123456857

7900.000000	1234567890123456858

8000.000000	1234567890123456859

8100.000000	1234567890123456860

8200.000000	1234567890123456861

8300.000000	1234567890123456862

8400.000000	1234567890123456863

8500.000000	1234567890123456864

8600.000000	1234567890123456865

8700.000000	1234567890123456866

8800.000000	1234567890123456867

8900.000000	1234567890123456868

9000.000000	1234567890123456869

9100.000000	1234567890123456870

9200.000000	1234567890123456871

9300.000000	1234567890123456872

9400.000000	1234567890123456873

9500.000000	1234567890123456874

9600.000000	1234567890123456875

9700.000000	1234567890123456876

9800.000000	1234567890123456877

9900.000000	1234567890123456878

10000.000000	1234567890123456879

10100.000000	1234567890123456880

10200.000000	1234567890123456881

10300.000000	1234567890123456882

10400.000000	1234567890123456883

10500.000000	1234567890123456884

10600.000000	1234567890123456885

10700.000000	1234567890123456886

10800.000000	1234567890123456887

10900.000000	1234567890123456888

11000.000000	1234567890123456889

11100.000000	1234567890123456890

11200.000000	1234567890123456891

11300.000000	1234567890123456892

11400.000000	1234567890123456893

11500.000000	1234567890123456894

11600.000000	1234567890123456895

11700.000000	1234567890123456896

11800.000000	1234567890123456897

11900.000000	1234567890123456898

12000.000000	1234567890123456899

12100.000000	1234567890123456900

